사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Nov-23,6호선,2636,신당,150,2,"5,893","1,295","5,332","7,542","8,307","14,801","13,201","37,908","10,114","23,838","8,643","14,485","10,929","11,972","13,450","10,871","12,915","11,438","12,660","10,361","15,340","9,795","18,444","11,933","22,620","15,488","27,992","21,093","16,917","21,510","15,368","11,686","15,761","8,827","17,045","9,083","7,621","9,726","1,703","2,655",0,8,0,0,0,0
Nov-23,6호선,2637,동묘앞,173,1,"4,874",897,"5,318","4,508","10,398","8,006","15,929","22,920","12,326","18,514","11,204","16,021","13,887","15,511","16,608","15,345","16,236","16,805","18,525","16,512","20,746","15,963","23,611","15,343","23,204","16,119","21,248","18,920","11,745","14,161","9,031","9,563","7,255","9,506","5,444","9,363","2,518","8,004",411,"2,041",2,102,0,0,0,0
Nov-23,6호선,2638,창신,8,0,"2,705",284,"5,161","2,015","15,737","5,869","18,169","6,269","9,642","4,338","5,635","3,752","4,936","3,144","4,889","3,599","4,965","4,103","3,999","3,956","4,461","4,614","6,118","5,856","5,445","7,410","5,078","9,927","3,335","8,484","3,073","4,989","1,816","4,971","1,255","4,788",676,"2,911",112,947,0,0,0,0,0,0
Nov-23,6호선,2639,보문,13,0,"4,051","1,061","7,799","4,540","23,259","10,268","35,810","21,519","19,002","11,607","11,363","7,902","10,861","7,728","11,695","8,117","11,481","9,039","10,710","8,213","11,509","10,208","14,851","11,766","16,023","16,406","18,941","26,129","8,815","19,419","7,116","12,479","6,688","12,163","5,407","12,109","2,980","8,690",614,"3,031",0,0,0,0,0,0
Nov-23,6호선,2640,안암(고대병원앞),6,0,"2,055","1,480","3,426","6,655","10,009","18,659","13,582","55,761","12,238","38,507","14,423","47,161","18,288","26,409","19,051","22,364","21,428","28,545","26,709","22,266","28,043","16,827","45,909","18,342","56,679","19,907","41,332","28,385","23,754","18,766","22,416","12,521","26,377","13,177","21,269","13,236","13,660","9,531","2,477","3,583",0,98,0,0,0,0
Nov-23,6호선,2641,고려대(종암),30,1,"3,702",900,"7,707","5,306","21,617","13,083","29,582","32,760","16,004","17,043","11,092","17,659","11,805","11,396","13,194","11,003","15,791","14,260","14,485","12,440","14,558","11,555","24,196","14,658","29,136","17,563","24,314","29,332","12,064","20,157","10,558","12,688","12,485","11,958","8,355","11,824","3,590","8,648",723,"2,571",1,87,0,0,0,0
Nov-23,6호선,2642,월곡(동덕여대),22,1,"6,879",936,"13,988","3,697","42,499","8,277","52,465","31,459","26,634","19,913","17,707","17,359","17,928","14,992","18,248","14,487","19,406","16,343","19,797","15,513","18,536","17,897","24,499","23,148","24,916","28,998","28,247","45,467","14,148","34,544","10,155","19,874","9,275","17,992","5,804","16,652","2,971","11,164",565,"3,409",0,3,0,0,0,0
Nov-23,6호선,2643,상월곡(한국과학기술연구원),17,1,"5,649",543,"9,565","2,125","25,644","3,715","30,982","15,154","16,054","10,162","10,587","11,872","10,354","9,123","10,047","7,454","10,443","8,513","10,431","7,495","8,554","9,274","12,636","11,202","11,708","14,576","10,362","21,342","6,550","18,657","3,939","10,501","5,661","9,889","2,772","9,539","1,477","6,562",149,"2,185",0,1,0,0,0,0
Nov-23,6호선,2644,돌곶이,14,0,"6,819","1,397","14,869","5,338","42,485","6,190","47,780","19,016","23,637","15,267","15,557","12,395","13,518","9,318","14,883","11,334","15,729","11,670","15,401","11,545","13,455","14,463","16,283","18,109","17,683","22,718","16,152","36,059","10,497","29,245","6,431","16,499","6,296","13,866","5,313","13,909","2,538","8,912",456,"3,083",0,1,0,0,0,0
Nov-23,6호선,2645,석계,"1,129",7,"8,788","1,862","19,841","5,135","51,952","8,482","58,742","17,036","31,222","12,199","20,982","11,188","17,819","13,390","19,698","14,758","18,438","16,117","16,755","16,636","16,291","20,141","17,760","27,710","18,382","35,345","16,694","56,208","11,667","44,826","8,499","25,553","7,620","22,369","6,857","21,048","3,728","13,337",764,"4,511",0,14,0,0,0,0
Nov-23,6호선,2646,태릉입구,16,0,"4,522","1,034","7,556","3,196","19,471","4,144","24,221","10,976","12,727","8,250","9,344","6,122","8,833","9,311","9,779","7,391","8,904","8,577","8,407","9,598","8,918","9,998","9,397","12,609","9,994","16,017","9,924","26,078","6,497","20,251","5,103","11,522","4,714","10,758","3,756","10,046","2,103","7,758",461,"3,616",2,10,0,0,0,0
Nov-23,6호선,2647,화랑대(서울여대입구),18,0,"7,222","1,063","22,995","3,514","63,301","8,232","61,620","20,538","29,725","14,634","18,599","10,327","16,926","10,255","18,316","9,298","17,189","11,350","15,414","10,213","17,443","12,677","21,717","16,798","23,450","24,674","18,540","38,180","8,841","33,775","5,979","19,498","4,795","17,056","3,672","16,317","1,320","11,100",207,"4,026",0,39,0,1,0,0
Nov-23,6호선,2648,봉화산(서울의료원),12,0,"5,903",820,"16,034","2,679","51,369","5,897","43,599","13,964","21,353","8,180","15,037","6,512","13,054","6,359","12,807","8,337","11,612","10,184","10,172","9,957","9,765","13,327","11,261","16,560","12,866","22,169","11,246","32,755","5,701","31,317","3,976","17,318","3,640","14,596","2,877","14,573","1,154","8,566",195,"3,169",2,253,0,0,0,0
Nov-23,6호선,2649,신내,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nov-23,7호선,2711,장암,3,0,"2,137",215,"8,266","1,611","20,310","1,431","11,443","1,442","4,893","1,723","2,629","1,708","2,174","2,178","2,536","2,302","2,560","1,630","3,151","1,286","3,333","1,333","3,481","1,760","3,436","2,484","2,820","4,037","1,489","3,694",987,"2,150",651,"1,076",464,"1,123",144,626,19,313,0,0,0,0,0,0
Nov-23,7호선,2712,도봉산,83,6,"6,056",979,"18,570","4,963","53,278","8,686","44,634","16,657","23,213","16,293","13,795","14,786","12,136","12,252","12,674","12,876","12,060","13,322","12,151","12,491","13,347","14,869","15,090","18,384","13,385","23,777","12,113","38,970","5,389","39,655","3,662","23,779","2,656","19,692","2,550","17,514",780,"11,408",133,"4,733",0,199,0,0,0,0
Nov-23,7호선,2713,수락산,104,10,"9,830",698,"22,453","5,181","49,709","8,433","52,020","17,529","30,228","15,581","20,890","14,661","19,419","14,088","20,117","16,096","19,903","15,570","19,288","15,348","19,556","19,603","19,942","23,858","19,823","30,840","17,962","43,276","10,768","43,324","7,789","25,750","6,071","21,096","4,067","18,020","2,184","12,683",286,"4,395",0,7,0,0,0,0
Nov-23,7호선,2714,마들,15,2,"11,464","1,379","27,433","3,279","67,246","8,600","67,458","12,623","34,169","10,433","22,754","9,697","20,421","10,789","22,344","12,252","18,473","14,099","15,752","16,039","16,747","19,577","16,195","24,749","14,306","31,676","12,769","49,394","7,674","49,298","5,609","27,208","3,835","22,933","3,052","20,401","1,271","14,480",216,"4,314",0,0,0,0,0,0
Nov-23,7호선,2715,노원,65,2,"8,238","2,659","16,411","7,569","40,687","15,790","44,799","47,158","30,952","43,079","27,863","31,802","30,672","31,270","34,895","34,225","35,026","37,757","36,803","36,070","41,368","39,033","44,232","42,174","46,086","49,675","48,293","64,318","31,025","52,034","29,331","25,089","23,149","20,683","21,023","17,647","8,421","12,265","1,537","4,005",1,1,0,0,0,0
Nov-23,7호선,2716,중계,13,3,"9,765","2,105","25,741","5,241","66,532","17,302","68,942","30,320","36,881","15,975","24,978","12,574","22,559","14,258","25,035","15,880","22,171","16,137","19,385","16,283","20,261","19,598","23,408","23,403","23,636","32,838","18,536","49,363","10,408","49,591","7,873","27,453","8,365","23,220","6,629","21,160","2,952","12,954",425,"4,205",0,0,0,0,0,0
Nov-23,7호선,2717,하계,75,1,"8,450","1,657","27,663","7,058","71,969","16,983","76,067","30,178","42,586","23,451","30,247","17,887","28,428","19,076","30,145","22,803","28,741","27,625","26,901","24,748","31,096","28,399","34,931","32,070","35,287","40,804","27,942","61,367","15,218","57,494","14,202","32,136","11,665","27,271","8,700","26,063","2,891","17,304",512,"5,519",0,0,0,0,0,0
Nov-23,7호선,2718,공릉(서울과학기술대),18,0,"6,702",995,"15,037","4,377","38,586","12,011","45,460","27,406","25,404","20,200","18,705","14,841","18,539","12,988","21,354","15,717","21,043","18,275","18,583","16,487","19,989","19,211","22,801","22,979","26,429","29,650","25,089","43,793","13,733","37,197","11,293","20,828","11,390","17,819","9,517","17,985","4,854","12,026",951,"4,345",0,0,0,0,0,0
Nov-23,7호선,2719,태릉입구,134,1,"8,436","1,242","9,265","4,832","23,127","8,425","29,077","21,879","18,490","15,529","12,742","10,743","12,114","13,448","15,052","11,090","14,214","12,062","14,427","12,037","16,786","12,864","18,759","15,741","21,624","19,523","22,126","26,795","12,631","23,464","9,318","14,563","8,493","12,284","7,059","12,494","2,996","7,425",557,"3,366",0,"1,225",0,0,0,0
Nov-23,7호선,2720,먹골,10,0,"8,115",636,"14,179","3,125","37,263","6,313","47,165","16,563","26,168","11,078","17,171","9,193","15,856","9,781","16,356","11,156","15,387","12,321","13,845","12,817","13,924","16,929","14,755","21,582","15,571","27,366","16,441","39,524","10,461","34,044","7,603","20,631","6,235","17,271","4,590","15,829","2,016","9,952",478,"2,982",0,166,0,0,0,0
Nov-23,7호선,2721,중화,70,1,"9,122","1,270","15,999","6,140","38,847","8,666","49,022","22,946","28,062","11,379","16,492","9,604","15,016","9,820","15,922","11,383","14,998","11,741","13,367","13,312","13,744","16,707","16,860","21,092","18,499","25,716","18,913","38,813","11,031","33,989","7,555","20,384","6,328","17,557","4,506","16,422","2,040","9,872",347,"3,241",0,85,0,0,0,0
Nov-23,7호선,2722,상봉(시외버스터미널),424,10,"11,284","1,652","20,883","8,072","57,605","12,657","78,202","29,606","39,715","19,774","23,529","15,161","21,088","16,274","23,449","18,081","22,618","19,718","21,322","19,934","22,033","22,689","26,766","30,122","30,001","41,625","32,448","66,703","22,471","56,782","17,183","31,817","16,289","25,635","12,917","25,052","6,749","15,562","1,172","7,329",4,114,0,0,0,0
Nov-23,7호선,2723,면목,80,0,"13,732",799,"23,697","5,483","57,837","8,883","75,470","32,702","42,313","19,404","24,908","16,810","21,691","13,927","23,456","17,593","21,348","19,319","19,164","18,561","21,091","23,951","27,993","31,706","24,111","37,448","21,437","55,787","15,590","49,375","9,789","28,709","7,950","25,102","5,771","23,452","2,665","13,389",480,"4,753",0,9,0,0,0,0
Nov-23,7호선,2724,사가정,18,0,"11,686","1,685","23,772","7,258","58,037","11,520","74,709","27,694","43,133","17,972","27,065","15,759","23,599","15,806","25,057","18,541","22,788","20,620","20,980","21,280","21,900","27,358","24,619","33,478","25,523","43,062","24,941","67,138","17,704","52,996","12,554","31,121","10,507","27,216","8,062","23,603","4,019","13,017",695,"4,469",0,0,0,0,0,0
Nov-23,7호선,2725,용마산(용마폭포공원),13,1,"4,922",673,"10,949","2,180","24,830","4,105","31,153","10,125","17,311","6,142","9,916","5,556","8,152","4,775","8,354","6,298","8,045","6,706","6,768","6,954","6,817","9,380","8,349","11,573","7,811","15,196","7,605","22,828","5,025","18,962","2,924","11,730","2,370","10,792","1,739","9,490","1,008","5,773",151,"2,098",0,0,0,0,0,0
Nov-23,7호선,2726,중곡,10,0,"6,634",588,"13,586","4,191","32,798","17,219","47,567","31,320","29,980","16,458","17,724","10,182","15,490","9,001","15,935","10,889","15,419","11,942","13,865","12,169","14,672","15,988","21,173","18,747","22,875","23,745","24,089","35,162","12,118","28,994","7,808","17,595","7,287","16,230","5,401","14,145","1,886","8,323",347,"2,957",0,0,0,0,0,0
Nov-23,7호선,2727,군자(능동),35,0,"9,745",919,"14,859","6,154","39,357","10,425","61,393","29,458","41,165","19,749","23,342","12,464","19,737","11,680","20,053","12,256","20,268","14,143","19,124","15,019","19,179","18,342","22,222","21,971","28,614","29,825","35,806","44,589","20,384","35,020","17,051","21,191","16,343","18,944","12,845","16,338","7,034","9,809","1,357","3,864",0,49,0,0,0,0
Nov-23,7호선,2728,어린이대공원(세종대),19,1,"3,475",858,"8,000","7,587","21,025","19,550","35,305","72,872","25,904","44,122","18,683","50,092","24,476","35,526","22,133","29,824","25,041","33,564","30,760","26,907","32,573","21,902","47,917","22,652","57,499","26,343","51,172","35,974","27,161","26,230","22,304","16,852","23,283","15,642","18,874","15,391","10,476","11,161","2,072","3,248",0,2,0,0,0,0
Nov-23,7호선,2729,건대입구,50,0,"4,468","1,068","5,384","8,634","14,003","20,313","20,648","43,114","17,044","31,357","15,134","28,777","18,151","23,291","19,043","25,575","20,888","27,532","24,750","23,980","29,766","23,104","35,828","25,093","43,874","32,104","37,307","42,814","27,592","26,845","28,524","15,070","24,109","12,881","21,216","12,147","10,648","6,518","1,880","3,237",1,220,0,0,0,0
Nov-23,7호선,2730,뚝섬유원지,6,0,"5,329",610,"10,329","3,788","23,937","6,879","33,420","13,965","22,481","9,421","12,970","7,175","10,471","7,351","10,252","8,840","10,201","10,026","10,085","11,358","10,865","13,336","12,553","16,582","14,335","21,748","15,071","30,430","9,768","21,996","8,091","13,843","7,820","13,274","5,772","11,691","3,105","5,813",457,"1,908",0,0,0,0,0,0
Nov-23,7호선,2731,청담,31,0,"2,334","4,569","6,544","33,151","11,639","64,885","15,832","149,354","13,361","100,416","13,080","37,649","16,551","22,718","19,200","22,366","19,690","23,693","24,492","21,390","32,107","18,755","45,976","19,883","74,727","22,002","114,111","23,236","55,733","16,154","31,865","9,592","28,986","9,060","22,883","7,144","5,988","3,907",815,"2,541",0,0,0,0,0,0
Nov-23,7호선,2732,강남구청,29,1,"1,835","2,018","4,104","18,778","7,501","36,446","10,276","106,811","9,453","108,667","9,607","45,145","11,862","24,435","14,072","22,223","17,339","23,738","21,841","19,769","28,287","17,869","34,878","18,292","54,456","20,952","92,489","22,259","55,834","13,856","34,619","8,636","33,082","6,744","23,762","5,558","9,409","3,862","1,651","1,820",0,1,0,0,0,0
Nov-23,7호선,2733,학동,3,0,"1,934","1,074","4,601","25,832","9,103","57,480","12,233","182,771","11,933","148,026","11,581","61,493","14,869","30,333","19,332","24,692","22,185","29,695","28,337","23,893","36,753","19,734","48,951","20,104","93,435","23,039","167,978","22,670","79,572","13,714","40,600","8,497","36,206","7,102","25,898","5,513","10,362","3,591","1,723","1,376",0,0,0,0,0,0
Nov-23,7호선,2734,논현,25,0,"2,708","1,213","4,201","16,424","9,161","42,232","14,029","104,535","11,667","90,742","11,103","35,169","12,683","21,696","14,512","19,919","16,443","21,320","21,088","20,211","25,546","19,320","32,390","21,181","62,380","26,694","99,086","33,204","52,257","18,782","34,667","10,729","35,767","9,172","31,913","7,338","15,999","4,909","3,032","2,505",0,0,0,0,0,0
Nov-23,7호선,2735,반포,0,0,"1,071","1,430","2,919","15,799","8,351","13,472","12,772","19,993","9,057","16,566","7,028","10,153","6,884","10,244","8,224","9,979","8,774","10,223","10,090","8,861","12,223","9,135","21,179","9,930","20,006","10,617","18,115","12,502","12,377","7,529","9,871","4,831","10,057","4,194","6,534","4,023","2,091","2,324",293,770,0,0,0,0,0,0
Nov-23,7호선,2736,고속터미널,42,10,"1,172","2,950","3,450","21,814","11,581","38,852","19,252","52,767","25,669","39,829","25,476","31,014","27,341","27,880","28,131","25,630","29,194","29,157","31,120","25,384","39,365","21,576","44,033","22,939","59,461","25,341","53,404","26,778","36,133","16,601","38,884","9,332","35,798","9,001","24,644","5,489","8,420","3,053",782,752,0,5,0,0,0,0
Nov-23,7호선,2737,내방,11,0,"2,377","1,792","8,153","11,459","19,855","26,547","29,552","86,280","22,734","50,752","16,621","21,901","18,230","16,015","17,832","17,768","19,610","18,550","20,090","16,735","23,200","18,062","27,124","19,536","44,509","25,914","72,607","34,349","27,991","21,695","19,503","13,571","18,362","11,780","12,797","9,676","4,665","6,143",749,"2,956",0,233,0,0,0,0
Nov-23,7호선,2738,이수,29,2,"5,161","1,200","9,757","9,352","29,109","15,076","46,139","43,829","30,917","29,682","20,266","20,736","19,616","19,396","21,965","19,422","23,625","21,862","23,446","21,314","25,164","24,942","28,459","29,406","34,196","41,449","43,872","59,688","25,255","38,280","24,022","20,788","26,992","17,002","23,508","14,783","12,115","9,098","2,059","2,992",0,30,0,0,0,0
Nov-23,7호선,2739,남성,20,0,"6,674",846,"14,814","3,467","40,839","6,712","60,455","16,847","36,361","13,471","20,686","11,369","17,517","12,589","18,495","11,887","17,927","13,599","14,815","14,128","14,715","18,929","16,163","21,898","15,867","29,190","15,687","46,717","9,445","33,005","7,957","20,824","7,609","18,273","5,628","16,784","2,341","10,357",386,"3,441",0,1,0,0,0,0
Nov-23,7호선,2740,숭실대입구(살피재),10,0,"6,409",946,"13,284","3,885","40,225","8,178","53,305","35,114","33,852","23,141","21,865","36,575","20,874","24,928","20,769","19,066","23,422","25,125","25,495","23,155","23,952","20,861","37,916","26,738","39,940","34,046","27,086","51,685","16,463","37,529","14,486","23,219","16,021","21,584","12,798","19,977","7,152","14,581","1,373","4,544",0,1,0,0,0,0
Nov-23,7호선,2741,상도,6,1,"5,575","1,520","13,330","4,820","36,894","8,988","47,492","27,365","30,954","17,594","18,561","20,180","16,690","17,669","20,749","18,650","18,235","16,483","17,696","18,337","19,824","17,206","25,228","21,080","26,462","29,085","25,683","46,043","13,083","31,027","11,727","20,395","12,741","18,509","9,355","17,208","5,173","12,505","1,045","3,619",0,0,0,0,0,0
Nov-23,7호선,2742,장승배기,21,1,"6,156","1,811","11,485","7,692","28,127","7,976","42,627","16,645","26,517","11,824","15,505","9,647","13,889","9,782","14,334","10,890","14,562","12,286","12,893","12,207","13,126","14,861","15,672","18,308","16,072","22,072","15,509","34,118","8,101","24,178","6,519","14,895","6,010","14,016","4,563","12,360","1,990","8,250",425,"2,918",0,0,0,0,0,0
Nov-23,7호선,2743,신대방삼거리,35,3,"10,608",771,"19,533","4,825","54,500","9,244","79,614","19,392","45,294","15,513","25,961","12,911","21,713","13,086","23,046","15,097","21,231","17,190","18,930","17,875","18,586","23,010","21,253","27,968","20,284","38,535","21,282","63,758","11,692","46,939","9,857","28,296","8,594","26,108","7,071","22,677","3,427","14,826",685,"5,510",0,0,0,0,0,0
Nov-23,7호선,2744,보라매,18,0,"3,972",714,"7,112","2,969","18,360","8,981","27,237","22,758","16,053","10,931","9,956","8,030","9,250","7,682","10,272","8,922","9,656","8,863","9,839","8,753","9,760","9,901","12,001","12,402","14,575","17,449","18,697","25,226","8,055","18,037","6,856","10,865","6,198","10,289","4,940","9,027","1,922","5,961",340,"2,221",0,28,0,0,0,0
Nov-23,7호선,2745,신풍,314,9,"14,533","1,862","15,950","7,009","41,017","11,792","51,756","21,424","29,842","12,736","17,043","10,588","15,298","10,673","16,527","10,972","15,342","12,154","13,762","12,634","14,966","16,344","18,011","20,896","18,436","29,543","18,180","42,017","10,387","29,593","7,463","17,881","6,779","17,204","4,836","15,091","2,037","8,376",386,"2,885",5,422,0,0,0,0
Nov-23,7호선,2746,대림(구로구청),30,0,"13,216",781,"8,353","4,173","16,188","7,515","23,706","19,931","17,094","14,327","13,124","17,249","13,169","18,632","14,925","15,904","16,240","16,127","17,052","15,517","18,246","16,193","18,996","18,988","20,171","24,927","19,678","25,476","13,228","16,116","10,117","11,233","8,117","12,961","6,446","10,690","3,163","4,844",417,"1,389",0,0,0,0,0,0
Nov-23,7호선,2747,남구로,224,4,"18,383","1,583","15,728","9,244","30,364","33,224","35,895","97,874","24,182","47,014","15,693","20,081","14,194","15,062","15,746","14,358","15,261","15,283","14,907","13,978","17,552","17,035","22,088","24,656","47,645","32,506","75,333","33,154","31,269","23,034","17,161","15,136","12,184","16,727","7,524","14,608","3,368","7,367",574,"2,058",0,0,0,0,0,0
Nov-23,7호선,2748,가산디지털단지,714,4,"7,521","6,112","10,453","32,954","24,539","144,180","29,029","404,029","20,688","227,497","18,561","65,282","23,711","36,030","30,718","35,010","35,515","36,863","42,418","31,194","55,146","28,799","83,048","27,738","226,716","31,649","322,103","37,969","125,089","26,398","70,678","15,964","53,791","13,415","29,476","11,775","12,524","8,254","1,584","3,014",0,0,0,0,0,0
Nov-23,7호선,2749,철산,26,1,"10,463","5,022","31,861","12,390","89,788","16,905","90,677","34,091","52,232","26,827","32,917","19,739","29,171","19,299","30,342","21,554","27,238","24,733","24,927","25,512","26,490","31,876","32,539","40,746","36,173","60,603","37,623","94,887","20,665","73,761","17,854","39,282","17,301","35,433","14,475","31,227","6,606","19,233","1,194","5,758",0,0,0,0,0,0
Nov-23,7호선,2750,광명사거리,205,0,"20,268","6,785","29,969","11,425","76,830","16,785","88,029","25,752","46,220","22,370","29,862","23,016","28,274","25,497","30,455","27,427","30,729","30,309","29,337","30,672","30,736","36,709","35,859","40,836","36,732","53,185","31,902","78,700","20,365","60,166","14,371","32,942","11,012","28,206","8,483","24,299","3,391","14,997",599,"4,501",1,30,0,0,0,0
Nov-23,7호선,2751,천왕,27,0,"8,670","1,041","19,633","5,499","56,781","9,598","62,544","18,323","33,878","8,752","18,959","7,430","15,300","8,308","15,793","10,981","14,355","11,788","12,976","13,558","13,110","16,891","16,167","21,650","15,660","31,789","14,670","49,842","6,970","38,538","5,301","21,673","4,342","18,659","3,013","16,125","1,211","10,367",260,"2,990",0,218,0,0,0,0
Nov-23,7호선,2752,온수(성공회대입구),116,0,"8,644",765,"19,242","3,580","47,787","10,367","55,720","21,980","24,389","14,390","13,288","7,901","11,670","8,131","12,853","8,918","11,728","10,160","10,902","10,404","12,754","11,952","18,693","15,007","17,391","22,970","14,727","41,874","6,304","31,178","5,010","18,232","4,844","15,013","2,967","13,620","1,819","9,002",291,"4,682",2,"1,068",0,0,0,0
Nov-23,7호선,2757,부천시청,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-23,8호선,2811,암사,30,0,"15,407",733,"30,562","4,909","85,018","8,566","110,512","19,194","55,219","13,909","30,317","12,069","25,201","13,757","25,952","16,422","23,981","18,505","20,108","21,235","19,480","26,605","21,237","34,246","23,031","47,076","21,765","76,004","12,518","59,341","9,801","33,728","7,409","28,900","5,064","29,439","2,178","15,278",418,"4,350",0,577,0,0,0,0
Nov-23,8호선,2812,천호(풍납토성),88,2,"10,553","1,664","16,891","12,899","43,797","15,518","60,821","31,027","34,703","24,433","20,815","18,645","19,689","19,046","21,303","20,791","20,921","23,579","20,712","24,729","22,669","29,831","26,556","34,250","31,056","47,818","32,172","71,599","19,805","46,853","16,773","28,112","13,098","24,773","9,266","21,390","4,439","11,995","1,035","4,068",0,212,0,0,0,0
Nov-23,8호선,2813,강동구청,10,1,"5,233",902,"12,181","5,923","32,904","15,006","43,990","33,966","26,016","15,780","16,533","11,203","14,691","10,409","14,607","11,637","14,602","14,102","14,058","13,628","14,557","16,557","17,423","19,859","21,359","24,922","27,231","38,817","10,633","26,370","7,715","17,320","7,052","16,271","4,944","13,525","1,761","7,611",430,"2,390",0,5,0,0,0,0
Nov-23,8호선,2814,몽촌토성(평화의문),1,0,"1,587","2,678","4,475","7,943","12,872","10,435","20,826","28,338","12,919","14,522","8,408","9,805","8,319","8,961","8,596","8,356","9,168","8,774","9,866","8,097","11,228","8,776","16,372","10,756","18,627","13,856","23,169","18,315","9,841","14,338","7,668","7,711","8,174","8,030","5,614","6,823","2,648","3,844",527,"1,319",0,0,0,0,0,0
Nov-23,8호선,2815,잠실(송파구청),14,1,"1,313","2,863","4,635","11,523","9,695","32,671","13,554","84,363","10,780","49,830","10,237","34,426","13,737","35,045","16,822","33,063","20,622","34,529","25,732","32,159","33,970","31,824","40,045","34,858","52,157","42,547","72,918","47,782","42,695","23,285","40,803","13,538","39,007","9,885","28,463","7,160","9,104","4,029","1,578","1,548",0,84,0,0,0,0
Nov-23,8호선,2816,석촌,1,0,"2,691",889,"6,148","4,384","17,239","8,367","26,291","21,633","14,483","20,183","10,501","13,381","10,528","12,723","11,873","13,610","12,208","15,384","11,685","14,870","12,996","15,403","14,915","17,066","18,139","23,577","19,670","31,841","11,597","19,957","10,321","12,559","10,850","9,931","8,554","9,149","3,525","5,705",551,"2,217",0,81,0,0,0,0
Nov-23,8호선,2817,송파,21,0,"3,281",724,"9,733","7,427","31,643","10,703","39,945","21,158","23,167","11,088","16,659","9,025","15,022","8,455","16,090","10,488","14,568","12,515","12,293","13,194","14,438","15,788","16,991","18,330","16,749","24,076","18,205","33,103","10,063","25,934","6,764","14,650","5,370","14,040","4,471","12,688","1,720","6,630",248,"1,997",0,204,0,0,0,0
Nov-23,8호선,2818,가락시장,159,3,"3,392","2,506","5,672","7,035","11,117","14,807","14,348","40,172","11,242","17,472","10,215","12,355","10,902","12,006","11,012","12,336","12,581","12,824","14,130","12,819","15,922","13,030","15,905","15,712","21,538","18,777","28,442","24,263","12,844","16,002","12,018","9,661","12,194","8,861","10,060","7,132","4,271","3,942","1,065","2,160",0,508,0,0,0,0
Nov-23,8호선,2819,문정,4,2,"2,531","3,624","7,973","14,466","24,719","55,011","35,701","176,565","21,179","83,382","17,151","29,720","18,309","19,770","21,042","18,764","23,647","22,193","26,957","19,506","29,560","20,511","36,150","22,321","91,311","26,021","129,993","39,407","43,458","27,610","29,096","15,488","24,184","14,288","16,560","12,535","6,657","7,005","1,185","1,912",0,0,0,0,0,0
Nov-23,8호선,2820,장지,5,0,"5,812","2,829","18,714","12,227","50,356","27,357","60,619","48,063","34,710","30,231","23,176","20,078","19,629","20,626","20,690","20,689","22,433","20,694","21,991","21,878","27,322","25,624","32,659","28,478","46,703","35,855","49,800","52,561","25,241","35,761","22,964","21,469","16,655","17,794","9,441","17,063","3,135","9,154",517,"2,420",0,1,0,0,0,0
Nov-23,8호선,2821,복정,39,1,"3,802","2,145","10,960","8,552","29,197","11,088","39,653","18,595","23,536","13,848","14,048","9,452","10,991","7,213","13,154","8,945","12,119","8,816","11,132","8,555","12,829","10,907","18,075","14,476","23,129","21,986","24,577","30,764","13,328","21,553","8,406","13,709","7,084","11,877","5,830","11,342","2,324","4,830",533,"1,149",1,0,0,0,0,0
Nov-23,8호선,2822,산성,20,0,"4,605",513,"9,459","2,162","25,211","3,066","29,890","8,749","15,057","6,297","9,342","5,738","7,936","4,992","8,035","5,521","7,866","6,331","7,384","6,780","8,184","8,470","8,717","10,992","8,734","14,561","6,732","24,424","3,437","19,677","2,473","11,992","2,112","10,813","1,352","10,104",629,"5,413",113,"2,165",1,12,0,0,0,0
Nov-23,8호선,2823,남한산성입구(성남법원.검찰청),112,8,"11,860","1,550","22,069","5,067","55,442","11,371","70,501","29,929","34,690","29,152","21,395","15,916","19,474","11,152","22,091","13,644","18,835","15,967","17,352","14,167","21,222","18,089","26,564","23,319","27,618","29,866","22,805","47,864","10,471","37,602","7,559","23,636","5,762","21,616","4,050","20,132","1,360","11,102",250,"4,219",0,2,0,0,0,0
